Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	TCGA-HT-8563	TCGA-DU-6542	TCGA-HW-8321	TCGA-HT-7603	TCGA-HT-7686	TCGA-HT-7689	TCGA-TM-A84Q	TCGA-HT-7604	TCGA-HT-A74O	TCGA-WY-A859	TCGA-P5-A780	TCGA-TM-A84I	TCGA-QH-A6X3	TCGA-HT-7873	TCGA-DU-7304	TCGA-TM-A7C4	TCGA-DU-7010	TCGA-HT-7855	TCGA-CS-6665	TCGA-S9-A6TV	TCGA-DB-A4XE	TCGA-DU-5872	TCGA-CS-4942	TCGA-HT-A614	TCGA-DU-A7T8	TCGA-TQ-A8XE	TCGA-FG-8188	TCGA-DU-7298	TCGA-DH-A66B	TCGA-TM-A7CF	TCGA-WH-A86K	TCGA-DU-8167	TCGA-E1-5322	TCGA-TQ-A7RV	TCGA-E1-A7YI	TCGA-TQ-A7RR	TCGA-TQ-A7RH	TCGA-S9-A7J0	TCGA-HT-8108	TCGA-FG-A87N	TCGA-DU-7301	TCGA-S9-A6U6	TCGA-HT-7485	TCGA-CS-4943	TCGA-E1-5305	TCGA-IK-7675	TCGA-E1-5307	TCGA-FG-A6J3	TCGA-HT-7479	TCGA-HT-A616	TCGA-DU-A5TS	TCGA-DU-A7TA	TCGA-TM-A84H	TCGA-FG-8185	TCGA-DB-A4XB	TCGA-HT-A5R5	TCGA-E1-5304	TCGA-DU-6407	TCGA-P5-A5EZ	TCGA-DU-7007	TCGA-DH-A7UU	TCGA-HT-7676	TCGA-S9-A6WG	TCGA-S9-A6WO	TCGA-DB-5275	TCGA-P5-A5F2	TCGA-WY-A858	TCGA-HT-A61B	TCGA-FG-A70Y	TCGA-DU-7309	TCGA-DB-5277	TCGA-P5-A5EV	TCGA-FG-A4MT	TCGA-FG-6691	TCGA-HT-7690	TCGA-HT-8013	TCGA-CS-5393	TCGA-E1-A7YE	TCGA-QH-A6CW	TCGA-FG-A4MY	TCGA-P5-A72U	TCGA-P5-A72W	TCGA-DB-A4X9	TCGA-E1-A7YW	TCGA-S9-A7R8	TCGA-DU-A6S7	TCGA-VM-A8C8	TCGA-HT-7858	TCGA-DB-A75L	TCGA-DH-A7UT	TCGA-DU-7306	TCGA-HT-7473	TCGA-DU-5871	TCGA-WY-A85C	TCGA-DU-7015	TCGA-S9-A7IS	TCGA-TQ-A7RW	TCGA-TQ-A7RF	TCGA-QH-A6X9	TCGA-DB-5281	TCGA-DH-A7UV	TCGA-RY-A845	TCGA-DU-A7TC	TCGA-DU-6395	TCGA-CS-4944	TCGA-S9-A7QW	TCGA-CS-6666	TCGA-S9-A89Z	TCGA-P5-A5F4	TCGA-DU-A5TW	TCGA-DU-8166	TCGA-S9-A7R3	TCGA-HT-7606	TCGA-TM-A84T	TCGA-DU-5855	TCGA-DU-A5TR	TCGA-DB-A64X	TCGA-WY-A85D	TCGA-DB-5270	TCGA-DU-7299	TCGA-P5-A5F1	TCGA-S9-A7IZ	TCGA-DB-A75O	TCGA-VM-A8CF	TCGA-DU-6408	TCGA-RY-A83Z	TCGA-TQ-A7RK	TCGA-HT-7475	TCGA-HT-7482	TCGA-E1-5303	TCGA-HT-7610	TCGA-DU-A5TU	TCGA-DU-6396	TCGA-VV-A86M	TCGA-CS-4938	TCGA-P5-A731	TCGA-DB-A4XF	TCGA-S9-A6TS	TCGA-QH-A6XA	TCGA-TQ-A7RM	TCGA-DU-7008	TCGA-P5-A5EU	TCGA-HT-7476	TCGA-FG-A711	TCGA-S9-A7QX	TCGA-VM-A8CH	TCGA-DB-A4XD	TCGA-HT-A74J	TCGA-E1-A7YV	TCGA-HT-7477	
Deletion Peak 33	14q31.3 	chr14:56550164-107043718(probes 228787:234298)  	chr14:85374902-85434457(probes 232053:232057)    	chr14:83227932-95483837(probes 231812:233197)    	0.017109	    0.13101		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	0	1	1	
Deletion Peak 34	18q23   	chr18:77992914-80373285(probes 265416:265578)    	chr18:79062470-80373285(probes 265538:265578)    	chr18:78975253-80373285(probes 265525:265578)    	0.050743	   0.049483		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	
Deletion Peak 35	19q13.31	chr19:1-58617616(probes 265579:271555)             	chr19:43636508-43680731(probes 269895:269900)    	chr19:41987385-58617616(probes 269717:271555)    	0.018767	    0.46345		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	
Deletion Peak 36	19q13.32	chr19:45011435-46231464(probes 270070:270218)    	chr19:45147747-45322439(probes 270091:270112)    	chr19:41987385-58617616(probes 269717:271555)    	0.00076127	     0.1381		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	
Deletion Peak 37	19q13.43	chr19:53383046-58617616(probes 270999:271555)    	chr19:55694287-56248897(probes 271249:271309)    	chr19:41987385-58617616(probes 269717:271555)    	6.3476e-07	 4.9996e-06		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	1	1	1	0	0	1	1	0	1	1	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	1	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	
Deletion Peak 38	22q13.32	chr22:41772155-50818468(probes 283814:284627)    	chr22:48259778-50818468(probes 284550:284627)    	chr22:47345709-50818468(probes 284443:284627)    	0.06584	   0.067541		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	
Amplification Peak  1 - CN values	2p24.3  	chr2:15928092-16185749(probes 24915:24937)        	chr2:16086759-16177241(probes 24933:24936)        	chr2:15746231-16202765(probes 24889:24939)        	0.0063399	  0.0063399		Actual Copy Change Given	-0.0056757	0.019223	0.012371	-0.00082489	-0.00055444	0.046133	0.4034	-0.032041	0.026373	0.026935	0.038206	0.049398	0.017684	0.0036953	0.035831	-0.010232	-0.2965	-0.14524	0	0.00055459	0	0.0043021	-0.0019399	0.0086135	-0.0077482	-0.0020322	0.017612	-0.015529	0.33415	-0.086184	0.019363	-0.045906	-0.0016629	0.076998	0.080456	0.0033299	0.00055459	0.118	0.012934	0.0029169	-0.013402	0.010703	0.0065262	-0.053476	-0.0016629	-0.0056757	-0.042652	0.036653	-0.012438	0	-0.73259	-0.0022168	0.0094491	0.010424	-0.024579	0.80161	0.3264	0.74746	0.07988	0	0.023706	0.043582	0.0068044	0	-0.029311	0.93467	0.0030537	3.6569	0.0049969	-0.049877	0.18147	-0.0037395	-0.022038	0	-0.65146	0.0013076	-0.042381	0.010424	-0.15107	-0.041159	0.0083351	0.046417	0.00041593	0.0030522	0.00069327	0.034959	-0.36612	0.00458	-0.011749	0.00043252	0.012655	-0.024393	-0.38728	0.016146	0.0013868	0.036512	-0.030131	0.01044	0	-0.063569	0.00055459	-0.0011808	0.00013863	0.0041502	0	-0.0083005	-0.1391	0.027367	-0.031768	0.0024122	0.023566	0.00057229	0.0079388	0.0037465	-0.0038779	-0.0027707	0.031577	0	0.0029133	0.028481	0.0063871	0.0038854	-0.0037221	0.0063871	-0.036821	0.019343	1.522	0.017963	-0.0037395	0	0.006109	-0.040073	-0.30639	-0.013944	0.0029435	0	-0.11548	-0.18534	0.0031955	0.014609	0.010842	-0.013815	0.0054139	1.2823	-0.0014758	-0.00069303	0.0036076	0.070099	0.3206	-0.58027	
Amplification Peak  2 - CN values	4q12    	chr4:54111915-54132495(probes 74691:74694)        	chr4:54116061-54124094(probes 74692:74693)        	chr4:51832471-59153138(probes 74405:75363)        	5.7894e-11	 5.7894e-11		Actual Copy Change Given	0.0016642	0.019783	0.020343	0.0043201	0.00013863	-0.0062879	0.011787	0.0080567	-0.00027724	0.040892	0.050677	0.53081	-0.011335	0.0071705	-0.0045695	0.020063	0.8122	-0.0028102	3.6569	0.00027728	-0.0023553	-0.0083005	-0.016567	0.03863	-0.12108	-0.00023105	0.011329	-0.0036637	0.037782	0.023987	-0.13083	0	0.0011093	-0.014524	3.6569	0.0034687	-0.010254	0.026935	0	-0.0080209	-0.0093345	-0.0091286	-0.0024938	3.6569	0.0055529	0.23117	0.1041	3.6569	-0.020824	-0.011887	0.030705	-0.015329	0	0.03564	-0.022661	0.0020805	0.35479	-0.012438	0.024127	-0.0059522	1.5955	0.00027728	0.0015255	-0.010922	-0.87408	0	-0.007399	0.0084743	-0.012024	0.46325	1.017	-0.039258	0.0066653	-0.011335	0.0073609	-0.022959	-0.0047079	-0.005234	0.081451	0.0037773	-0.0026322	0.024408	-0.0094046	-0.0029091	-0.015191	0.022378	0.028624	-0.020138	-0.0070576	-0.022058	-0.0059522	-0.005814	0.0040243	0.038347	-0.0051453	3.6569	-0.018353	-0.016689	-0.017666	0.034254	-0.0070576	-0.012438	-0.02151	-0.011532	0.021043	-0.0029091	0.35086	1.912	-0.037576	-0.019452	-0.21342	0.0041294	-0.017231	0.00597	-0.0070576	-0.0089906	0.050677	-0.020549	-0.0018014	0.0033299	-0.0037395	-0.00055444	3.1652	-0.012851	-0.023292	0.13759	-0.0067813	-0.00055444	0.0037465	0.0011093	-0.0083005	0.017404	-0.0038779	-0.0030384	-0.0050426	-0.0055375	0.0036076	0.014051	0.055991	0.014888	-0.14631	0.016565	0.010347	-0.0049844	0.00021302	0.0055529	-0.0047079	-0.0073339	0.11316	3.6569	
Amplification Peak  3 - CN values	7q32.3  	chr7:72515918-159345973(probes 134640:143837)    	chr7:130817372-131032963(probes 140897:140917)  	chr7:130817372-131061896(probes 140897:140920)  	0.1689	     0.1689		Actual Copy Change Given	-0.00013862	0.044574	0.0072217	0.0023581	0.042307	0.087969	0.09475	0.81688	0.88843	0.029044	-0.011198	0.045708	0.88226	-0.00074597	0.0044411	0.62624	1.6321	0.017725	0.38634	0.027216	0.87567	0.84573	0.70626	0.037938	0.95181	0.02895	0.0256	0.0079937	-0.24484	0.024689	0.031999	0.056513	0.23365	0.24513	-0.02603	0.00069327	0.83294	0.41613	0.7891	-0.00025927	0.86731	0.011818	0.0052749	0.076566	0.014097	0.048972	0.010842	-0.016841	0.034677	0.68459	0.035073	0.741	0.71001	0.019083	0.18317	0.87847	0.16055	0.7731	0.38932	0.018103	0.010982	0	0.012237	0.48113	0.015447	0.017759	0.0023596	0.023005	0.017124	0.46086	0.071248	0.80733	0.011958	0.69671	0.0041632	0.75117	0.0011093	0.00048089	0.021028	0.032563	0.44172	0.00055459	0.86731	0.0081959	0.016813	0.021884	0.059539	0.029888	0.00069327	0.57416	1.7102	0.70324	0.016146	0.060794	1.8761	-0.036129	0.22638	0.030889	0.89728	0.41647	0.58901	0.72371	0.028481	0.77849	0.016425	0.85759	0	0.077441	0.015028	1.7125	0.76414	0.0052749	0.0027459	0.0027745	0.5088	0.75375	0.35095	0.0019418	0.52674	0.0029133	1.0002	0.77502	0.29758	0.091445	0.016006	0.044554	0.008892	2.0415	0.0080567	0.003191	0.45922	0.59782	-0.031333	0.0020897	0.48148	1.8113	0.021973	-0.17	0.1963	1.0759	1.4507	0.071248	0.015866	0.66172	0.9252	-0.0022168	0.41563	0.77984	-0.031632	0.22114	
Amplification Peak  4 - CN values	8q23.1  	chr8:100160329-110063578(probes 154176:155339)  	chr8:106866673-107174370(probes 154955:154989)  	chr8:99774658-145138636(probes 154130:159276)    	4.4144e-05	   0.065628		Actual Copy Change Given	0.016425	0.015866	-0.0037395	-0.016214	0.0033299	0.094637	0.32475	1.5038	0.86751	-0.0048461	0.062223	0.031718	0.075847	0.81623	0.61806	0.11991	0.13435	0.55301	0.39645	0.0040243	0.7317	0.0072047	-0.019765	0.78659	0.85819	0.041505	0.63417	0.003267	0.033549	0.43792	0.0075	0.7181	-0.0077482	1.7698	0.83157	0.39678	0.82921	-0.04577	0.03031	-0.0049759	0.00041593	0.0026041	0.0020805	0.86553	0.70082	0.059794	0.65076	0.16104	0.52275	3.0267	0.77326	0.79297	-0.018353	0.025952	0.91291	0.014749	0.14488	0.90231	0.070817	0.027497	0.02539	-0.0051227	0.0013868	0.90553	0.088258	-0.007472	0.23768	0.024969	1.3288	0.016559	1.2569	0	0.23287	0.62133	-0.0011087	0.72573	0.95754	0.004719	1.7551	0.92067	0.0029133	0.082621	-0.011473	0.83648	-0.0020784	0.46776	0.82236	0.045282	0	0.52468	0.10074	0.0031322	0.71219	-0.03504	0.76025	0.04954	0.58506	-0.056292	-0.010508	0.42603	0	-0.0096806	0.53064	0.021043	-0.0030475	0.80636	2.0264	0.083191	0.87308	0.82216	0.10994	-0.004078	-0.032615	0.7614	0.1637	0.0080484	0.78929	-0.0045695	0.036512	0.022212	0.88406	0.0077783	0.068396	1.757	0.85245	0.7385	0.005644	0.73208	0.64048	1.1473	0.060936	0.030029	0	0.0015347	-0.0029224	-0.0037395	0.044574	0.01447	0.55987	0.91784	0.027497	-0.007472	0.65885	-0.0012473	0.91447	0	0.52363	0.74994	0.00013863	3.6569	
Amplification Peak  5 - CN values	8q23.3  	chr8:112109332-113408217(probes 155606:155757)  	chr8:112741022-112942130(probes 155680:155700)  	chr8:99774658-145138636(probes 154130:159276)    	2.891e-08	   0.018939		Actual Copy Change Given	0.016425	0.046984	0.046275	-0.016214	0.0033299	0.094637	0.32475	1.5038	0.86751	0.074265	0.062223	0.031718	0.075847	0.81623	0.61806	0.11991	0.20503	0.55301	0.39645	0.0040243	0.7317	0.0072047	-0.019765	0.84317	0.85819	0.041505	0.63417	0.003267	0.033549	0.8124	0.0075	0.7181	-0.0077482	1.2553	0.94813	0.39678	0.96843	-0.04577	0.03031	-0.0049759	0.085076	0.50828	0.0020805	1.0174	0.70082	0.059794	0.91561	0.17468	0.52275	3.0267	0.77326	0.90774	1.3797	0.025952	0.91493	0.028171	0.14488	0.92006	0.070817	0.027497	0.071822	-0.0051227	0.0013868	0.90553	0.088258	0.46519	0.23768	0.067518	1.3288	0.016559	1.701	0	0.36362	0.6226	-0.0011087	0.72573	0.96336	0.004719	1.7551	0.92067	0.0029133	2.4143	-0.011473	0.83648	0.049682	0.49787	1.6163	0.045282	0	0.52468	0.10074	0.016845	0.71219	-0.03504	1.4709	0.04954	0.58506	0.00029275	-0.010508	0.457	0	-0.0096806	0.53064	0.022164	-0.0030475	0.80636	2.1142	0.083191	0.87308	0.82216	0.10994	-0.004078	-0.032615	0.75578	0.1637	0.0080484	0.78929	-0.0045695	0.036512	0.11301	0.88406	-0.0050276	0.11098	1.8619	0.85245	0.85301	0.005644	2.2987	0.71528	1.1473	0.1492	0.030029	0	0.0015347	-0.0029224	-0.0037395	0.044574	0.01447	0.63677	0.91784	0.027497	-0.007472	0.65885	0.083487	0.91447	0	0.52363	0.74994	0.00013863	2.1451	
Amplification Peak  6 - CN values	8q24.13 	chr8:120850733-132144405(probes 156654:157995)  	chr8:124582676-125028972(probes 157102:157151)  	chr8:99774658-145138636(probes 154130:159276)    	2.695e-09	 2.5266e-05		Actual Copy Change Given	0.016425	0.046984	-0.0015243	-0.016214	0.0033299	0.094637	0.45254	1.5038	0.86751	-0.0056757	0.025671	0.031718	0.11418	0.81623	0.6403	0.11991	0.056513	0.55301	0.39645	0.0072472	0.90714	0.034254	-0.019765	0.77868	0.78968	0.041505	0.63417	0.003267	0.033549	0.43412	0.0075	1.137	-0.0077482	0.72622	0.82784	0.39678	0.83117	-0.04577	0.03031	-0.0049759	-0.03286	0.73625	0.0020805	0.9672	0.70082	0.059794	0.91561	0.53889	0.52275	2.9154	0.77326	0.36887	1.298	0.025952	0.91493	0.028171	0.093766	0.92006	0.082692	0.027497	0.071822	0.72886	0.82177	0.90553	0.0063871	0.53309	0.23768	0.041034	1.918	0.016559	2.2815	0.0114	0.36362	0.5539	-0.0011087	0.76359	0.8971	0.004719	2.5839	1.191	-0.44868	1.9307	-0.021556	0.83648	0.0091693	0.49787	0.42167	0.045282	0	0.56845	0.2548	0.71716	0.70959	0.052525	1.4709	0.04954	0.62661	0.01728	-0.010508	0.4463	0	-0.0096806	0.85067	0.022164	-0.0030475	0.80636	2.2601	0.083191	0.87308	0.82216	0.15906	-0.004078	-0.0059807	0.73829	0.1637	0.0080484	1.8448	-0.0045695	0.027941	0.018103	0.88406	-0.0050276	0.02078	1.7241	0.91969	0.75564	0.022444	2.0443	0.62733	1.1473	0.1492	0.067518	0	0.0015347	0.00014098	-0.0037395	0.044574	0.01447	0.75179	0.92168	0.027497	-0.007472	0.65885	0.083487	0.91447	0	0.52363	0.74994	0.063366	3.3192	
Amplification Peak  7 - CN values	8q24.3  	chr8:128467154-145138636(probes 157571:159276)  	chr8:140548705-140620315(probes 159034:159042)  	chr8:99774658-145138636(probes 154130:159276)    	1.3367e-06	   0.024925		Actual Copy Change Given	0.016425	0.046984	-0.35136	-0.016214	-0.034359	0.15323	0.36031	1.4945	0.86751	-0.75011	0.025671	0.031718	0.11418	0.85671	0.66014	0.065083	-0.018628	0.56392	0.39645	-0.020275	1.0506	0.053094	0.0016642	0.77868	0.78968	0.041505	0.63417	0.0089682	0.0098669	0.57344	0.0075	0.15487	-0.0077482	0.046275	-0.86994	0.39678	0.83117	-0.11221	0.03031	-0.0049759	-0.049289	0.51647	0.030451	1.0178	0.70082	0.059794	0.57344	0.0080567	0.52275	3.0947	0.77326	0.3017	1.298	0.025952	0.91493	0.028171	0.031171	0.92006	0.079015	0.027497	0.071822	0.72886	0.41095	0.90553	0.0063871	0.13569	0.23768	0.046417	1.2928	0.016559	1.43	-0.010094	0.36362	0.55097	0.03214	0.76359	0.76811	0.043723	2.5681	0.29469	-0.44868	0.37249	-0.021556	0.83648	-0.044822	0.49787	0.42167	0.045282	0	0.5763	0.0013868	0.92493	0.70959	-0.016292	1.488	-0.013815	0.59134	0.040767	-0.010508	-0.39341	0	-0.0096806	0.85541	0.022164	-0.0030475	0.80636	2.345	0.091891	0.87308	0.82216	0.15906	-0.004078	-0.0059807	0.73829	0.1637	0.0080484	-1.001	-0.0045695	0.036653	0.10585	0.88406	-0.022039	0.02078	1.1093	0.9416	0.75564	0.0094491	1.4462	0.62733	0.9138	0.097252	0.0066653	0.033678	0.0015347	0.00014098	-0.0037395	0.011767	0.0035335	0.75179	-0.018216	0.027497	-0.007472	0.68198	0.043157	0.91447	0	0.47976	0.74994	0.0051359	3.2623	
Amplification Peak  8 - CN values	9q34.3  	chr9:137434390-138394717(probes 171189:171261)  	chr9:137563957-137839736(probes 171202:171234)  	chr9:137443788-138394717(probes 171190:171261)  	0.088781	   0.088781		Actual Copy Change Given	0	-0.031359	-0.00041585	-0.0012473	0.70288	-0.2856	-0.029121	0.0098669	0.013492	-0.035993	-0.041024	-0.10126	-0.095252	1.4657	0.46827	-0.03681	0.61824	-0.027808	0.37561	-0.01409	0.69257	-0.016154	0.013353	-0.063972	-0.043737	0.044054	0.0015935	0.38991	-0.014916	-0.034495	-0.11273	-0.037898	0.05523	0.00013863	0.072396	0.36789	0.034395	-0.081738	0.049018	0.82882	-0.065313	-0.0069195	0	0.0076392	-0.18358	-0.34013	-0.061958	0.38651	-0.013815	-0.0027707	-0.0084655	-0.42985	0.56436	-0.051991	0.0081406	-0.00027724	0.30652	0.011539	0.026795	-0.20597	0	0.00041593	-0.011473	0.024548	0.00069327	-0.11978	0.048405	0.73132	0.017124	-0.01838	-0.1741	-0.03299	-0.03885	0.02511	0.016985	0.036431	0.00027728	-0.49934	0.0026586	0.67567	0.013353	-0.10998	-0.0022168	-0.0036011	-0.0059522	-0.29898	0.0061112	-0.0018014	-0.017941	0.023286	0.0023581	0.036229	0.01447	-0.0011087	-0.0088526	-0.085457	-0.0066432	-0.071324	0.013492	-0.020275	-0.036265	0.0051951	-0.014503	0.0051359	-0.028901	0.79336	-0.23067	0.091746	0.0024969	-0.0047079	0.0070826	0.0063871	0.015279	0.56187	0.017684	-0.072408	1.0295	0.014888	0.021963	-0.039529	0	-0.023566	-0.039792	-0.16497	-0.035721	-0.040457	-0.090758	-0.025209	0.0093098	0.00597	0.00083195	-0.28845	-0.0019399	-0.0019307	0.00041828	0.0066653	0.19086	0.019783	-0.0051603	0.27442	0.17181	-0.041838	-0.78572	0.00013863	-0.020157	-0.039735	-0.027021	0.39038	0.039478	1.1703	
Amplification Peak  9 - CN values	10p15.3 	chr10:1-1437010(probes 171262:171371)               	chr10:1-546985(probes 171262:171286)                 	chr10:1-5960787(probes 171262:171873)               	0.00017783	 0.00017783		Actual Copy Change Given	-0.0034627	-0.015054	0.94201	-0.0020601	-0.016154	-0.071205	0.029013	0.029606	0.80305	0.86116	1.3814	-0.46334	-0.0023553	1.1032	0.95038	0.0081959	-0.070937	0.047268	0.32834	0.0020805	0.67289	-0.005261	0	-0.0071958	-0.016841	0.0060163	0.051173	-0.052728	0.41831	-0.052666	-0.82342	0.017404	0.73587	0.69129	1.4139	0.0093098	0.5665	2.4515	0.003191	-0.011883	-0.076278	0.0036076	0.01433	0.88666	-0.0023553	0.88706	0	0.041883	0.44545	0.05281	0.36556	-0.058866	0.69951	1.5824	-0.19605	0.0051359	1.4553	-0.0026322	1.3858	0.054518	1.4834	-0.0029091	0.35675	0.001803	0.15338	-0.015741	0.54594	-0.028491	1.8179	0.19324	0.81201	0.039195	0	0.14191	0.038065	0.16887	-0.66059	0.0034687	0.015013	0.47375	-0.44964	0.0036076	0.2216	0.83176	0.31097	-0.080275	0.52363	0.011958	0.0081424	-0.022332	-0.023566	0.6885	0.23488	-0.016017	-0.029857	0.46895	-0.00041585	0.039777	0.034902	0.023566	0.53204	0.18525	-0.019863	0	-0.046041	-0.0016629	0.73625	0.6596	-0.44199	0.98307	0	0.00458	0.01179	-0.0094046	-0.058866	0.73625	-0.25986	0.0022193	0.58274	0.69148	0.60593	0.031999	-0.0010913	0.00083869	0.59997	-0.45631	0.63737	0.0055529	0.3579	0.90686	0	-0.045499	0.60052	0.0098762	-0.0044393	0.0023581	0.00597	0.00097064	0.28972	-0.43734	0.027357	0.013911	0.51769	0.017824	-0.0090803	0.0033202	0.072684	0.071391	0.11858	-0.89641	
Amplification Peak 10 - CN values	11q23.3 	chr11:117417166-135086622(probes 198193:200140)	chr11:119811514-120023042(probes 198478:198500)	chr11:115212453-135086622(probes 197935:200140)	9.5643e-05	 9.5643e-05		Actual Copy Change Given	-0.0068746	0.017963	0.60674	0.042449	-0.011473	0.071535	0.046953	0.30521	0.047694	0.019083	0.023579	0.10045	0.088692	0.012185	0.77637	0.010285	-0.42233	0.07484	-0.014228	-0.51379	0.0091705	0.037924	0.0086135	-0.15899	0.016845	0.0022655	0.12793	0.35162	0.041741	0.011652	0.038206	0.14756	0.016286	0.6997	0.012934	0.018103	0.021884	-0.024798	0.0095883	0.0098705	1.4536	0.052383	-0.0018442	-0.0018014	0.02539	-1.0234	0.17287	-0.38481	0.001803	0.0027745	0.010815	0.079735	0.00458	0.088837	0.507	0.09072	0.21115	0.70983	-0.0062286	0.052282	0.014749	0.66253	0.050392	0.045424	-0.025209	0.0098669	0.055374	-0.24667	0.00083195	0.15407	0.33901	0.06115	0.069382	0.001803	0.0069435	0.07447	-0.0028745	0.047126	0	0	0.023378	0.32205	0.86533	0.1604	0.62133	0.1182	0.36822	0.36019	0.78446	0.58811	1.761	0.018803	0.65792	0.78119	0.68124	0.012237	0.11712	0.050266	1.4846	0.022024	0.023706	0.20748	0.025671	0.047126	-0.012438	0.020903	0.057083	0.29677	0.030591	0.38982	0.13717	0.001803	0.024098	0.0027745	1.2848	0.051387	0.047978	0.020203	-0.066493	-0.0098983	0.071104	0.43869	-0.037201	0.74442	0.017824	0.066114	0.010186	-0.010508	0.046842	0.27521	0.0052749	0.034395	1.7133	0.0030614	-0.00013628	-0.0089255	0.050677	0.027778	0.0096897	-0.013402	0.013911	0.039902	0.0095883	0.033408	0.014658	0.00055459	0.28992	0.0016642	0.046842	-0.65584	
